OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090623_0915,Field Msr/Obs,Water,,2009-06-23,09:15:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,76,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090623_0915,Field Msr/Obs,Water,,2009-06-23,09:15:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,273,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090707_0930,Field Msr/Obs,Water,,2009-07-07,09:30:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,75,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090707_0930,Field Msr/Obs,Water,,2009-07-07,09:30:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,186,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090721_0832,Field Msr/Obs,Water,,2009-07-21,08:32:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,83,ug/l,,Final,,Actual,,,,,,"TP+Dup rerun changed from .080, .080",,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090721_0832,Field Msr/Obs,Water,,2009-07-21,08:32:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,165,ug/l,,Final,,Actual,,,,,,"TP+Dup rerun changed from .080, .080",,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090804_0835,Field Msr/Obs,Water,,2009-08-04,08:35:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,77,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090804_0835,Field Msr/Obs,Water,,2009-08-04,08:35:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,186,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090818_0901,Field Msr/Obs,Water,,2009-08-18,09:01:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,76,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090818_0901,Field Msr/Obs,Water,,2009-08-18,09:01:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,147,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090916_0850,Field Msr/Obs,Water,,2009-09-16,08:50:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,82,ug/l,,Final,,Actual,,,,,,"TN+Dup rerun changed from .235, .102",,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090916_0850,Field Msr/Obs,Water,,2009-09-16,08:50:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,130,ug/l,,Final,,Actual,,,,,,"TN+Dup rerun changed from .235, .102",,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090930_0810,Field Msr/Obs,Water,,2009-09-30,08:10:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,79,ug/l,,Final,,Actual,,,,,,"TN+Dup rerun changed from .178, .228",,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090930_0810,Field Msr/Obs,Water,,2009-09-30,08:10:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,195,ug/l,,Final,,Actual,,,,,,"TN+Dup rerun changed from .178, .228",,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20091013_0930,Field Msr/Obs,Water,,2009-10-13,09:30:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,73,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20091013_0930,Field Msr/Obs,Water,,2009-10-13,09:30:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,125,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20091027_0930,Field Msr/Obs,Water,,2009-10-27,09:30:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,70,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20091027_0930,Field Msr/Obs,Water,,2009-10-27,09:30:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,89,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20091110_0914,Field Msr/Obs,Water,,2009-11-10,09:14:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,70,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20091110_0914,Field Msr/Obs,Water,,2009-11-10,09:14:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,101,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20091124_0925,Field Msr/Obs,Water,,2009-11-24,09:25:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,66,ug/l,,Final,,Actual,,,,,,"PO4- NH4 Rerun on sample + Dup changed from .069, .061 and .059, .012",,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20091124_0925,Field Msr/Obs,Water,,2009-11-24,09:25:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,81,ug/l,,Final,,Actual,,,,,,"PO4- NH4 Rerun on sample + Dup changed from .069, .061 and .059, .012",,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20091208_1030,Field Msr/Obs,Water,,2009-12-08,10:30:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,72,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20091208_1030,Field Msr/Obs,Water,,2009-12-08,10:30:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,71,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20091209_1035,Field Msr/Obs,Water,,2009-12-09,10:35:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,73,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20091209_1035,Field Msr/Obs,Water,,2009-12-09,10:35:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,58,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20091222_0950,Field Msr/Obs,Water,,2009-12-22,09:50:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,79,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20091222_0950,Field Msr/Obs,Water,,2009-12-22,09:50:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,117,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20091229_0945,Field Msr/Obs,Water,,2009-12-29,09:45:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,75,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20091229_0945,Field Msr/Obs,Water,,2009-12-29,09:45:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,93,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20100105_0945,Field Msr/Obs,Water,,2010-01-05,09:45:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,75,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20100105_0945,Field Msr/Obs,Water,,2010-01-05,09:45:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,100,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20100120_0940,Field Msr/Obs,Water,,2010-01-20,09:40:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,76,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20100120_0940,Field Msr/Obs,Water,,2010-01-20,09:40:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,148,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20100202_1010,Field Msr/Obs,Water,,2010-02-02,10:10:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,72,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20100202_1010,Field Msr/Obs,Water,,2010-02-02,10:10:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,135,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20100218_0000,Field Msr/Obs,Water,,2010-02-18,00:00:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,87,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20100218_0000,Field Msr/Obs,Water,,2010-02-18,00:00:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,148,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20100302_0950,Field Msr/Obs,Water,,2010-03-02,09:50:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,78,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20100302_0950,Field Msr/Obs,Water,,2010-03-02,09:50:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,204,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20100316_0930,Field Msr/Obs,Water,,2010-03-16,09:30:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,78,ug/l,,Final,,Actual,,,,,,TN Rerun on sample + Dup changed from .287 .296,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20100316_0930,Field Msr/Obs,Water,,2010-03-16,09:30:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,318,ug/l,,Final,,Actual,,,,,,TN Rerun on sample + Dup changed from .287 .296,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20100408_1030,Field Msr/Obs,Water,,2010-04-08,10:30:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,70,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20100408_1030,Field Msr/Obs,Water,,2010-04-08,10:30:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,316,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20100421_1010,Field Msr/Obs,Water,,2010-04-21,10:10:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,83,ug/l,,Final,,Actual,,,,,,TN Rerun on sample and Dup changed from .408 .385,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20100421_1010,Field Msr/Obs,Water,,2010-04-21,10:10:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,389,ug/l,,Final,,Actual,,,,,,TN Rerun on sample and Dup changed from .408 .385,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20100427_0930,Field Msr/Obs,Water,,2010-04-27,09:30:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,84,ug/l,,Final,,Actual,,,,,,TN Rerun on sample and Dup changed from .424 .449,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20100427_0930,Field Msr/Obs,Water,,2010-04-27,09:30:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,426,ug/l,,Final,,Actual,,,,,,TN Rerun on sample and Dup changed from .424 .449,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20100511_0000,Field Msr/Obs,Water,,2010-05-11,00:00:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,74,ug/l,,Final,,Actual,,,,,,data for site lost when clipboard fell in canal,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20100511_0000,Field Msr/Obs,Water,,2010-05-11,00:00:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,254,ug/l,,Final,,Actual,,,,,,data for site lost when clipboard fell in canal,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20100512_0950,Field Msr/Obs,Water,,2010-05-12,09:50:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,75,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20100512_0950,Field Msr/Obs,Water,,2010-05-12,09:50:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,258,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20100519_1045,Field Msr/Obs,Water,,2010-05-19,10:45:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,84,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20100519_1045,Field Msr/Obs,Water,,2010-05-19,10:45:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,341,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20100525_1100,Field Msr/Obs,Water,,2010-05-25,11:00:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,72,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20100525_1100,Field Msr/Obs,Water,,2010-05-25,11:00:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,281,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20100527_0945,Field Msr/Obs,Water,,2010-05-27,09:45:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,84,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20100527_0945,Field Msr/Obs,Water,,2010-05-27,09:45:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,241,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20100607_1000,Field Msr/Obs,Water,,2010-06-07,10:00:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,70,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20100607_1000,Field Msr/Obs,Water,,2010-06-07,10:00:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,304,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20100609_1000,Field Msr/Obs,Water,,2010-06-09,10:00:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,238,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20100609_1000,Field Msr/Obs,Water,,2010-06-09,10:00:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,409,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
