OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName
CEDEN,California State Water Resources Control Board,CEDEN--2145637069,2012-07-25,12:30:00,PST,CEDEN-KR19019_KHSA,STORET-725653926,,,as P,Phosphorus,Total,0.12,mg/l,,Final,,Actual,,,,,,,,,,1,,14.5,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145637069,2012-07-25,12:30:00,PST,CEDEN-KR19019_KHSA,STORET-725653930,,,,Organic carbon,Dissolved,3.56,mg/l,,Final,,Actual,,,,,,,,,,1,,14.5,m,,,,,,,,,,,,,,,,,,,,,,,,,126,CEDEN,SM 5310 C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145637069,2012-07-25,12:30:00,PST,CEDEN-KR19019_KHSA,STORET-725653931,,,,Nitrogen,Total,0.57,mg/l,,Final,,Actual,,,,,,,,,,1,,14.5,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145624486,2012-08-21,12:20:00,PST,CEDEN-KR19019_KHSA,STORET-725270032,,,,Nitrogen,Total,1.49,mg/l,,Final,,Actual,,,,,,,,,,1,,44,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145624486,2012-08-21,12:20:00,PST,CEDEN-KR19019_KHSA,STORET-725270034,,,as P,Phosphorus,Total,0.28,mg/l,,Final,,Actual,,,,,,,,,,1,,44,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145624594,2012-08-21,13:00:00,PST,CEDEN-KR19019_KHSA,STORET-725789961,,,as P,Phosphorus,Total,0.15,mg/l,,Final,,Actual,,,,,,,,,,1,,17,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145624594,2012-08-21,13:00:00,PST,CEDEN-KR19019_KHSA,STORET-725789962,,,,Organic carbon,Dissolved,4.09,mg/l,,Final,,Actual,,,,,,,,,,1,,17,m,,,,,,,,,,,,,,,,,,,,,,,,,126,CEDEN,SM 5310 C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145624594,2012-08-21,13:00:00,PST,CEDEN-KR19019_KHSA,STORET-725789965,,,,Nitrogen,Total,0.9,mg/l,,Final,,Actual,,,,,,,,,,1,,17,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145628889,2012-08-21,11:50:00,PST,CEDEN-KR19019_KHSA,STORET-725740387,,,,Nitrogen,Total,1.14,mg/l,,Final,,Actual,,,,,,,,,,1,,0.5,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145628889,2012-08-21,11:50:00,PST,CEDEN-KR19019_KHSA,STORET-725740389,,,as P,Phosphorus,Total,0.13,mg/l,,Final,,Actual,,,,,,,,,,1,,0.5,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145628889,2012-08-21,11:50:00,PST,CEDEN-KR19019_KHSA,STORET-725740390,,,,Organic carbon,Dissolved,5.1,mg/l,,Final,,Actual,,,,,,,,,,1,,0.5,m,,,,,,,,,,,,,,,,,,,,,,,,,126,CEDEN,SM 5310 C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632024,2012-09-17,13:00:00,PST,CEDEN-KR19019_KHSA,STORET-725736893,,,as P,Phosphorus,Total,0.19,mg/l,,Final,,Actual,,,,,,,,,,1,,0.5,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632024,2012-09-17,13:00:00,PST,CEDEN-KR19019_KHSA,STORET-725736894,,,,Organic carbon,Dissolved,4.13,mg/l,,Final,,Actual,,,,,,,,,,1,,0.5,m,,,,,,,,,,,,,,,,,,,,,,,,,126,CEDEN,SM 5310 C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632024,2012-09-17,13:00:00,PST,CEDEN-KR19019_KHSA,STORET-725736899,,,,Nitrogen,Total,1.55,mg/l,,Final,,Actual,,,,,,,,,,1,,0.5,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632733,2012-09-17,14:00:00,PST,CEDEN-KR19019_KHSA,STORET-725767823,,,as P,Phosphorus,Total,0.17,mg/l,,Final,,Actual,,,,,,,,,,1,,19,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632733,2012-09-17,14:00:00,PST,CEDEN-KR19019_KHSA,STORET-725767828,,,,Organic carbon,Dissolved,3.23,mg/l,,Final,,Actual,,,,,,,,,,1,,19,m,,,,,,,,,,,,,,,,,,,,,,,,,126,CEDEN,SM 5310 C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632733,2012-09-17,14:00:00,PST,CEDEN-KR19019_KHSA,STORET-725767829,,,,Nitrogen,Total,0.76,mg/l,,Final,,Actual,,,,,,,,,,1,,19,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145623912,2012-10-17,13:30:00,PST,CEDEN-KR19019_KHSA,STORET-725323938,,,as P,Phosphorus,Total,0.37,mg/l,,Final,,Actual,,,,,,,,,,1,,44,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145623912,2012-10-17,13:30:00,PST,CEDEN-KR19019_KHSA,STORET-725323940,,,,Nitrogen,Total,1.53,mg/l,,Final,,Actual,,,,,,,,,,1,,44,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145627570,2012-10-17,13:40:00,PST,CEDEN-KR19019_KHSA,STORET-725397016,,,,Organic carbon,Dissolved,7.58,mg/l,,Final,,Actual,,,,,,,,,,1,,8,m,,,,,,,,,,,,,,,,,,,,,,,,,126,CEDEN,SM 5310 C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145627570,2012-10-17,13:40:00,PST,CEDEN-KR19019_KHSA,STORET-725397017,,,,Nitrogen,Total,0.94,mg/l,,Final,,Actual,,,,,,,,,,1,,8,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145627570,2012-10-17,13:40:00,PST,CEDEN-KR19019_KHSA,STORET-725397018,,,as P,Phosphorus,Total,0.17,mg/l,,Final,,Actual,,,,,,,,,,1,,8,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145634312,2012-10-17,13:15:00,PST,CEDEN-KR19019_KHSA,STORET-725866105,,,,Organic carbon,Dissolved,6.52,mg/l,,Final,,Actual,,,,,,,,,,1,,0.5,m,,,,,,,,,,,,,,,,,,,,,,,,,126,CEDEN,SM 5310 C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145634312,2012-10-17,13:15:00,PST,CEDEN-KR19019_KHSA,STORET-725866108,,,,Nitrogen,Total,1.08,mg/l,,Final,,Actual,,,,,,,,,,1,,0.5,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145634312,2012-10-17,13:15:00,PST,CEDEN-KR19019_KHSA,STORET-725866109,,,as P,Phosphorus,Total,0.16,mg/l,,Final,,Actual,,,,,,,,,,1,,0.5,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145629462,2012-11-28,13:15:00,PST,CEDEN-KR19019_KHSA,STORET-725844116,,,,Organic carbon,Dissolved,4.28,mg/l,,Final,,Actual,,,,,,,,,,1,,0.5,m,,,,,,,,,,,,,,,,,,,,,,,,,126,CEDEN,SM 5310 C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145629462,2012-11-28,13:15:00,PST,CEDEN-KR19019_KHSA,STORET-725844117,,,,Nitrogen,Total,0.94,mg/l,,Final,,Actual,,,,,,,,,,1,,0.5,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145634729,2012-11-28,13:25:00,PST,CEDEN-KR19019_KHSA,STORET-725926376,,,,Organic carbon,Dissolved,4.16,mg/l,,Final,,Actual,,,,,,,,,,1,,44,m,,,,,,,,,,,,,,,,,,,,,,,,,126,CEDEN,SM 5310 C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145634729,2012-11-28,13:25:00,PST,CEDEN-KR19019_KHSA,STORET-725926378,,,,Nitrogen,Total,1.25,mg/l,,Final,,Actual,,,,,,,,,,1,,44,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145634729,2012-11-28,13:25:00,PST,CEDEN-KR19019_KHSA,STORET-725926379,,,as P,Phosphorus,Total,0.25,mg/l,,Final,,Actual,,,,,,,,,,1,,44,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145635937,2012-11-28,13:35:00,PST,CEDEN-KR19019_KHSA,STORET-725733810,,,,Organic carbon,Dissolved,3.88,mg/l,,Final,,Actual,,,,,,,,,,1,,23,m,,,,,,,,,,,,,,,,,,,,,,,,,126,CEDEN,SM 5310 C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145635937,2012-11-28,13:35:00,PST,CEDEN-KR19019_KHSA,STORET-725733812,,,,Nitrogen,Total,0.89,mg/l,,Final,,Actual,,,,,,,,,,1,,23,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145635937,2012-11-28,13:35:00,PST,CEDEN-KR19019_KHSA,STORET-725733813,,,as P,Phosphorus,Total,0.13,mg/l,,Final,,Actual,,,,,,,,,,1,,23,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145625424,2012-12-19,15:20:00,PST,CEDEN-KR19019_KHSA,STORET-725882844,,,,Nitrogen,Total,0.81,mg/l,,Final,,Actual,,,,,,,,,,1,,21,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145625424,2012-12-19,15:20:00,PST,CEDEN-KR19019_KHSA,STORET-725882845,,,as P,Phosphorus,Total,0.067,mg/l,,Final,,Actual,,,,,,,,,,1,,21,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145625424,2012-12-19,15:20:00,PST,CEDEN-KR19019_KHSA,STORET-725882847,,,,Organic carbon,Dissolved,3.96,mg/l,,Final,,Actual,,,,,,,,,,1,,21,m,,,,,,,,,,,,,,,,,,,,,,,,,126,CEDEN,SM 5310 C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145628585,2012-12-19,14:40:00,PST,CEDEN-KR19019_KHSA,STORET-725712796,,,,Nitrogen,Total,1.36,mg/l,,Final,,Actual,,,,,,,,,,1,,0.5,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145628585,2012-12-19,14:40:00,PST,CEDEN-KR19019_KHSA,STORET-725712797,,,,Organic carbon,Dissolved,4.5,mg/l,,Final,,Actual,,,,,,,,,,1,,0.5,m,,,,,,,,,,,,,,,,,,,,,,,,,126,CEDEN,SM 5310 C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145628585,2012-12-19,14:40:00,PST,CEDEN-KR19019_KHSA,STORET-725712799,,,as P,Phosphorus,Total,0.17,mg/l,,Final,,Actual,,,,,,,,,,1,,0.5,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145631077,2012-12-19,15:00:00,PST,CEDEN-KR19019_KHSA,STORET-725477857,,,,Organic carbon,Dissolved,3.8,mg/l,,Final,,Actual,,,,,,,,,,1,,44,m,,,,,,,,,,,,,,,,,,,,,,,,,126,CEDEN,SM 5310 C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145631077,2012-12-19,15:00:00,PST,CEDEN-KR19019_KHSA,STORET-725477859,,,,Nitrogen,Total,0.88,mg/l,,Final,,Actual,,,,,,,,,,1,,44,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145631077,2012-12-19,15:00:00,PST,CEDEN-KR19019_KHSA,STORET-725477860,,,as P,Phosphorus,Total,0.074,mg/l,,Final,,Actual,,,,,,,,,,1,,44,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145629096,2013-02-20,15:05:00,PST,CEDEN-KR19019_KHSA,STORET-725399126,,,,Nitrogen,Total,1.2,mg/l,,Final,,Actual,,,,,,,,,,1,,0.5,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145629096,2013-02-20,15:05:00,PST,CEDEN-KR19019_KHSA,STORET-725399128,,,,Organic carbon,Dissolved,3.37,mg/l,,Final,,Actual,,,,,,,,,,1,,0.5,m,,,,,,,,,,,,,,,,,,,,,,,,,126,CEDEN,SM 5310 C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145629096,2013-02-20,15:05:00,PST,CEDEN-KR19019_KHSA,STORET-725399131,,,as P,Phosphorus,Total,0.073,mg/l,,Final,,Actual,,,,,,,,,,1,,0.5,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145633340,2013-02-20,15:25:00,PST,CEDEN-KR19019_KHSA,STORET-725877257,,,as P,Phosphorus,Total,0.11,mg/l,,Final,,Actual,,,,,,,,,,1,,43,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145633340,2013-02-20,15:25:00,PST,CEDEN-KR19019_KHSA,STORET-725877258,,,,Nitrogen,Total,1.23,mg/l,,Final,,Actual,,,,,,,,,,1,,43,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145633340,2013-02-20,15:25:00,PST,CEDEN-KR19019_KHSA,STORET-725877260,,,,Organic carbon,Dissolved,3.7,mg/l,,Final,,Actual,,,,,,,,,,1,,43,m,,,,,,,,,,,,,,,,,,,,,,,,,126,CEDEN,SM 5310 C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145634522,2013-02-20,15:35:00,PST,CEDEN-KR19019_KHSA,STORET-725910638,,,,Nitrogen,Total,1.19,mg/l,,Final,,Actual,,,,,,,,,,1,,22,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145634522,2013-02-20,15:35:00,PST,CEDEN-KR19019_KHSA,STORET-725910639,,,,Organic carbon,Dissolved,3.67,mg/l,,Final,,Actual,,,,,,,,,,1,,22,m,,,,,,,,,,,,,,,,,,,,,,,,,126,CEDEN,SM 5310 C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145625725,2013-03-19,11:35:00,PST,CEDEN-KR19019_KHSA,STORET-725375824,,,as P,Phosphorus,Total,0.064,mg/l,,Final,,Actual,,,,,,,,,,1,,44,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145625725,2013-03-19,11:35:00,PST,CEDEN-KR19019_KHSA,STORET-725375825,,,,Organic carbon,Dissolved,3.47,mg/l,,Final,,Actual,,,,,,,,,,1,,44,m,,,,,,,,,,,,,,,,,,,,,,,,,126,CEDEN,SM 5310 C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145626739,2013-03-19,11:20:00,PST,CEDEN-KR19019_KHSA,STORET-725902444,,,,Organic carbon,Dissolved,3.97,mg/l,,Final,,Actual,,,,,,,,,,1,,0.5,m,,,,,,,,,,,,,,,,,,,,,,,,,126,CEDEN,SM 5310 C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145627698,2013-03-19,11:50:00,PST,CEDEN-KR19019_KHSA,STORET-725522087,,,,Organic carbon,Dissolved,5.2,mg/l,,Final,,Actual,,,,,,,,,,1,,5,m,,,,,,,,,,,,,,,,,,,,,,,,,126,CEDEN,SM 5310 C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145627222,2013-04-17,13:25:00,PST,CEDEN-KR19019_KHSA,STORET-725276368,,,,Nitrogen,Total,0.75,mg/l,,Final,,Actual,,,,,,,,,,1,,12,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145627222,2013-04-17,13:25:00,PST,CEDEN-KR19019_KHSA,STORET-725276369,,,,Organic carbon,Dissolved,4.41,mg/l,,Final,,Actual,,,,,,,,,,1,,12,m,,,,,,,,,,,,,,,,,,,,,,,,,126,CEDEN,SM 5310 C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145634379,2013-04-17,13:40:00,PST,CEDEN-KR19019_KHSA,STORET-725407553,,,as P,Phosphorus,Total,0.069,mg/l,,Final,,Actual,,,,,,,,,,1,,43,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145634379,2013-04-17,13:40:00,PST,CEDEN-KR19019_KHSA,STORET-725407554,,,,Nitrogen,Total,0.91,mg/l,,Final,,Actual,,,,,,,,,,1,,43,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145634379,2013-04-17,13:40:00,PST,CEDEN-KR19019_KHSA,STORET-725407557,,,,Organic carbon,Dissolved,3.46,mg/l,,Final,,Actual,,,,,,,,,,1,,43,m,,,,,,,,,,,,,,,,,,,,,,,,,126,CEDEN,SM 5310 C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145636242,2013-04-17,13:05:00,PST,CEDEN-KR19019_KHSA,STORET-725867418,,,,Nitrogen,Total,0.77,mg/l,,Final,,Actual,,,,,,,,,,1,,0.5,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145636242,2013-04-17,13:05:00,PST,CEDEN-KR19019_KHSA,STORET-725867419,,,,Organic carbon,Dissolved,4.81,mg/l,,Final,,Actual,,,,,,,,,,1,,0.5,m,,,,,,,,,,,,,,,,,,,,,,,,,126,CEDEN,SM 5310 C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145627493,2013-05-29,13:25:00,PST,CEDEN-KR19019_KHSA,STORET-725330523,,,,Organic carbon,Dissolved,3.51,mg/l,,Final,,Actual,,,,,,,,,,1,,44,m,,,,,,,,,,,,,,,,,,,,,,,,,126,CEDEN,SM 5310 C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145627493,2013-05-29,13:25:00,PST,CEDEN-KR19019_KHSA,STORET-725330524,,,,Nitrogen,Total,1.37,mg/l,,Final,,Actual,,,,,,,,,,1,,44,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
